Artículo,,,Nombre artículo,Serie,Documento,Fecha,Agrup.,Nº agrup.,Uni.agr.,,Unid.,Precio,Dto1,,Importe,,,,,Factura
,,,00011 - CONTADO ZOCODOVER,,,,,,,,,,,,,,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   915865T,19/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251219
,,,Total albarán 11915865T,,,,,,,,"1,65",,,,"26,83",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   915876T,19/12/2025,,,,,"0,25","29,7",,,"7,43",,,,,T251219
MTU011,,,KG. PASTELES YEMA,11,   915876T,19/12/2025,,,,,"0,5","38,5",,,"19,25",,,,,T251219
,,,Total albarán 11915876T,,,,,,,,"0,75",,,,"26,68",,,,,
,04/03/2026 20:10:42,,,,,,,,,,,,,,,,,Página: 70,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   915886T,19/12/2025,,,,,"0,04","51,7",,,"2,07",,,,,T251219
,,,Total albarán 11915886T,,,,,,,,"0,04",,,,"2,07",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   915887T,19/12/2025,,,,,1,10,,,10,,,,,T251219
,,,Total albarán 11915887T,,,,,,,,1,,,,10,,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   915894T,19/12/2025,,,,,"0,285","29,7",,,"8,46",,,,,T251219
,,,Total albarán 11915894T,,,,,,,,"0,285",,,,"8,46",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   915901T,19/12/2025,,,,,"0,29","34,1",15,,"8,41",,,,,T251219
,,,Total albarán 11915901T,,,,,,,,"0,29",,,,"8,41",,,,,
MFA004,,,KG. MARRON GLACE,11,   915906T,19/12/2025,,,,,"0,03","61,6",,,"1,85",,,,,T251219
MTU011,,,KG. PASTELES YEMA,11,   915906T,19/12/2025,,,,,"0,04","38,5",,,"1,54",,,,,T251219
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   915906T,19/12/2025,,,,,"0,235","19,8",,,"4,65",,,,,T251219
MTU016A,,,KG. MANTECADOS FELIPE II,11,   915906T,19/12/2025,,,,,"0,08",55,,,"4,4",,,,,T251219
,,,Total albarán 11915906T,,,,,,,,"0,385",,,,"12,44",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   915910T,19/12/2025,,,,,1,2,,,2,,,,,T251219
,,,Total albarán 11915910T,,,,,,,,1,,,,2,,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   915916T,19/12/2025,,,,,"0,555","19,8",,,"10,99",,,,,T251219
,,,Total albarán 11915916T,,,,,,,,"0,555",,,,"10,99",,,,,
MTU011,,,KG. PASTELES YEMA,11,   915921T,19/12/2025,,,,,"0,2","38,5",,,"7,7",,,,,T251219
,,,Total albarán 11915921T,,,,,,,,"0,2",,,,"7,7",,,,,
MTU011,,,KG. PASTELES YEMA,11,   915922T,19/12/2025,,,,,"0,37","38,5",,,"14,25",,,,,T251219
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   915922T,19/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251219
,,,Total albarán 11915922T,,,,,,,,"0,87",,,,"24,15",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   915924T,19/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251219
,,,Total albarán 11915924T,,,,,,,,"0,5",,,,"9,9",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   915925T,19/12/2025,,,,,"0,085","51,7",,,"4,39",,,,,T251219
,,,Total albarán 11915925T,,,,,,,,"0,085",,,,"4,39",,,,,
MTU018,,,UD. BOLSA PELADILLA 150 GR.,11,   915927T,19/12/2025,,,,,1,"6,05",,,"6,05",,,,,T251219
,,,Total albarán 11915927T,,,,,,,,1,,,,"6,05",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   915937T,19/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251219
,,,Total albarán 11915937T,,,,,,,,"0,5",,,,"9,9",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   915938T,19/12/2025,,,,,"0,245","34,1",,,"8,35",,,,,T251219
,04/03/2026 20:10:42,,,,,,,,,,,,,,,,,Página: 71,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   915938T,19/12/2025,,,,,"0,19","51,7",,,"9,82",,,,,T251219
MFA001,,,KG. FRUTA ESCARCHADA,11,   915938T,19/12/2025,,,,,"0,28","29,7",,,"8,32",,,,,T251219
,,,Total albarán 11915938T,,,,,,,,"0,715",,,,"26,49",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   915940T,19/12/2025,,,,,"0,13","41,8",,,"5,43",,,,,T251219
,,,Total albarán 11915940T,,,,,,,,"0,13",,,,"5,43",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   915946T,19/12/2025,,,,,"0,075","19,8",,,"1,49",,,,,T251219
,,,Total albarán 11915946T,,,,,,,,"0,075",,,,"1,49",,,,,
MTU032,,,UD. TURRON CHOCO-LECHE P. ALM. CARAMELIZADA,11,   915954T,19/12/2025,,,,,1,"9,9",,,"9,9",,,,,T251219
,,,Total albarán 11915954T,,,,,,,,1,,,,"9,9",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   915957T,19/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251219
,,,Total albarán 11915957T,,,,,,,,1,,,,"1,75",,,,,
MTU001,,,UD. TURRON ALICANTE 300 GR.,11,   915965T,19/12/2025,,,,,2,"12,1",,,"24,2",,,,,T251219
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   915965T,19/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251219
,,,Total albarán 11915965T,,,,,,,,3,,,,"36,3",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   915970T,19/12/2025,,,,,"0,25","34,1",,,"8,53",,,,,T251219
,,,Total albarán 11915970T,,,,,,,,"0,25",,,,"8,53",,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   915974T,19/12/2025,,,,,4,1,,,4,,,,,T251219
,,,Total albarán 11915974T,,,,,,,,4,,,,4,,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   915994T,19/12/2025,,,,,"0,095","51,7",,,"4,91",,,,,T251219
,,,Total albarán 11915994T,,,,,,,,"0,095",,,,"4,91",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   916011T,19/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251219
MTU001,,,UD. TURRON ALICANTE 300 GR.,11,   916011T,19/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251219
,,,Total albarán 11916011T,,,,,,,,2,,,,"24,2",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   916015T,19/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251219
MTU001,,,UD. TURRON ALICANTE 300 GR.,11,   916015T,19/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251219
MBB001,,,KG. BOMBONES SURTIDOS,11,   916015T,19/12/2025,,,,,"0,45","51,7",,,"23,27",,,,,T251219
,,,Total albarán 11916015T,,,,,,,,"2,45",,,,"47,47",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   916016T,19/12/2025,,,,,"0,245",55,,,"13,48",,,,,T251219
,,,Total albarán 11916016T,,,,,,,,"0,245",,,,"13,48",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   916026T,19/12/2025,,,,,"0,295","29,7",,,"8,76",,,,,T251219
,04/03/2026 20:10:42,,,,,,,,,,,,,,,,,Página: 72,,
MTU018,,,UD. BOLSA PELADILLA 150 GR.,11,   916026T,19/12/2025,,,,,1,"6,05",,,"6,05",,,,,T251219
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   916026T,19/12/2025,,,,,1,11,,,11,,,,,T251219
,,,Total albarán 11916026T,,,,,,,,"2,295",,,,"25,81",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   916030T,19/12/2025,,,,,"0,33","29,7",,,"9,8",,,,,T251219
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   916030T,19/12/2025,,,,,1,11,,,11,,,,,T251219
,,,Total albarán 11916030T,,,,,,,,"1,33",,,,"20,8",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   916035T,19/12/2025,,,,,"0,05","41,8",,,"2,09",,,,,T251219
,,,Total albarán 11916035T,,,,,,,,"0,05",,,,"2,09",,,,,
MTU011,,,KG. PASTELES YEMA,11,   916062T,19/12/2025,,,,,"0,27","38,5",,,"10,4",,,,,T251219
,,,Total albarán 11916062T,,,,,,,,"0,27",,,,"10,4",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   916066T,19/12/2025,,,,,1,2,,,2,,,,,T251219
,,,Total albarán 11916066T,,,,,,,,1,,,,2,,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   916071T,19/12/2025,,,,,"0,115","51,7",,,"5,95",,,,,T251219
,,,Total albarán 11916071T,,,,,,,,"0,115",,,,"5,95",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   916077T,19/12/2025,,,,,"0,3","19,8",,,"5,94",,,,,T251219
,,,Total albarán 11916077T,,,,,,,,"0,3",,,,"5,94",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   916089T,19/12/2025,,,,,"0,41","19,8",,,"8,12",,,,,T251219
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   916089T,19/12/2025,,,,,4,"1,1",,,"4,4",,,,,T251219
,,,Total albarán 11916089T,,,,,,,,"4,41",,,,"12,52",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   916096T,19/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251219
,,,Total albarán 11916096T,,,,,,,,1,,,,"1,75",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   916103T,19/12/2025,,,,,"0,215","34,1",,,"7,33",,,,,T251219
,,,Total albarán 11916103T,,,,,,,,"0,215",,,,"7,33",,,,,
MCO004K,,,UD. BOTE TRIDENT PIPPERMIN,11,   916108T,19/12/2025,,,,,1,"3,5",,,"3,5",,,,,T251219
,,,Total albarán 11916108T,,,,,,,,1,,,,"3,5",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   916121T,19/12/2025,,,,,"0,22","34,1",,,"7,5",,,,,T251219
,,,Total albarán 11916121T,,,,,,,,"0,22",,,,"7,5",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   916126T,19/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251219
,,,Total albarán 11916126T,,,,,,,,1,,,,"1,1",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   916131T,19/12/2025,,,,,"0,21","51,7",,,"10,86",,,,,T251219
,04/03/2026 20:10:42,,,,,,,,,,,,,,,,,Página: 73,,
,,,Total albarán 11916131T,,,,,,,,"0,21",,,,"10,86",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   916133T,19/12/2025,,,,,"0,07",33,,,"2,31",,,,,T251219
,,,Total albarán 11916133T,,,,,,,,"0,07",,,,"2,31",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   916137T,19/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251219
,,,Total albarán 11916137T,,,,,,,,1,,,,"1,1",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   916139T,19/12/2025,,,,,"0,245","29,7",,,"7,28",,,,,T251219
,,,Total albarán 11916139T,,,,,,,,"0,245",,,,"7,28",,,,,
MFA004,,,KG. MARRON GLACE,11,   916140T,19/12/2025,,,,,"0,17","61,6",,,"10,47",,,,,T251219
,,,Total albarán 11916140T,,,,,,,,"0,17",,,,"10,47",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   916142T,19/12/2025,,,,,"0,25","41,8",,,"10,45",,,,,T251219
,,,Total albarán 11916142T,,,,,,,,"0,25",,,,"10,45",,,,,
MCO004K,,,UD. BOTE TRIDENT PIPPERMIN,11,   916152T,19/12/2025,,,,,1,"3,5",,,"3,5",,,,,T251219
,,,Total albarán 11916152T,,,,,,,,1,,,,"3,5",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   916156T,19/12/2025,,,,,"0,23","51,7",,,"11,89",,,,,T251219
,,,Total albarán 11916156T,,,,,,,,"0,23",,,,"11,89",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   916164T,19/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251219
,,,Total albarán 11916164T,,,,,,,,1,,,,"1,1",,,,,
MCJ003D,,,UD. BOLSA CARAMELO NARANJA 175 GR.,11,   916167T,19/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251219
,,,Total albarán 11916167T,,,,,,,,1,,,,"3,3",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   916174T,19/12/2025,,,,,"0,31",55,,,"17,05",,,,,T251219
,,,Total albarán 11916174T,,,,,,,,"0,31",,,,"17,05",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   916188T,19/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251219
MFA002,,,KG. FRUTAS DE ARAGON,11,   916188T,19/12/2025,,,,,"0,25",33,,,"8,25",,,,,T251219
MTU010,,,KG. ALMENDRAS RELLENAS,11,   916188T,19/12/2025,,,,,"0,25","41,8",,,"10,45",,,,,T251219
MFA001,,,KG. FRUTA ESCARCHADA,11,   916188T,19/12/2025,,,,,"0,3","29,7",,,"8,91",,,,,T251219
,,,Total albarán 11916188T,,,,,,,,"1,3",,,,"37,51",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   916213T,19/12/2025,,,,,"0,105",33,,,"3,47",,,,,T251219
,,,Total albarán 11916213T,,,,,,,,"0,105",,,,"3,47",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   916218T,19/12/2025,,,,,"0,23","19,8",,,"4,55",,,,,T251219
,,,Total albarán 11916218T,,,,,,,,"0,23",,,,"4,55",,,,,
,04/03/2026 20:10:42,,,,,,,,,,,,,,,,,Página: 74,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   916222T,19/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251219
,,,Total albarán 11916222T,,,,,,,,1,,,,"1,1",,,,,
MCK015A,,,UD. TUBO MENTOS FRUTAS 38 GR.,11,   916223T,19/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251219
,,,Total albarán 11916223T,,,,,,,,1,,,,"1,1",,,,,
MTU011,,,KG. PASTELES YEMA,11,   916228T,19/12/2025,,,,,"0,62","38,5",,,"23,87",,,,,T251219
,,,Total albarán 11916228T,,,,,,,,"0,62",,,,"23,87",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   916233T,19/12/2025,,,,,"0,25",33,,,"8,25",,,,,T251219
,,,Total albarán 11916233T,,,,,,,,"0,25",,,,"8,25",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   916243T,20/12/2025,,,,,"0,165","51,7",,,"8,53",,,,,T251220
MBB003,,,KG. LENGUAS DE GATO,11,   916243T,20/12/2025,,,,,"0,03","34,1",,,"1,02",,,,,T251220
,,,Total albarán 11916243T,,,,,,,,"0,195",,,,"9,55",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   916246T,20/12/2025,,,,,"0,29","29,7",,,"8,61",,,,,T251220
,,,Total albarán 11916246T,,,,,,,,"0,29",,,,"8,61",,,,,
MFA004,,,KG. MARRON GLACE,11,   916249T,20/12/2025,,,,,"0,205","61,6",,,"12,63",,,,,T251220
,,,Total albarán 11916249T,,,,,,,,"0,205",,,,"12,63",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   916264T,20/12/2025,,,,,"0,25","34,1",,,"8,53",,,,,T251220
,,,Total albarán 11916264T,,,,,,,,"0,25",,,,"8,53",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   916279T,20/12/2025,,,,,"0,02","34,1",,,"0,68",,,,,T251220
MBB001,,,KG. BOMBONES SURTIDOS,11,   916279T,20/12/2025,,,,,"0,215","51,7",,,"11,12",,,,,T251220
MCF016P,,,UD. CHOC. CREMA LECHE BELGA CACHET 100 GR.,11,   916279T,20/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251220
,,,Total albarán 11916279T,,,,,,,,"1,235",,,,"15,1",,,,,
MFA004,,,KG. MARRON GLACE,11,   916283T,20/12/2025,,,,,"0,025","61,6",,,"1,54",,,,,T251220
,,,Total albarán 11916283T,,,,,,,,"0,025",,,,"1,54",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   916284T,20/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251220
,,,Total albarán 11916284T,,,,,,,,1,,,,"12,1",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   916311T,20/12/2025,,,,,"0,16",55,,,"8,8",,,,,T251220
,,,Total albarán 11916311T,,,,,,,,"0,16",,,,"8,8",,,,,
MTU016A,,,KG. MANTECADOS FELIPE II,11,   916321T,20/12/2025,,,,,"0,245",55,,,"13,48",,,,,T251220
,,,Total albarán 11916321T,,,,,,,,"0,245",,,,"13,48",,,,,
MVH014,,,UD. BOTELLA NESTEA,11,   916331T,20/12/2025,,,,,1,2,,,2,,,,,T251220
,,,Total albarán 11916331T,,,,,,,,1,,,,2,,,,,
,04/03/2026 20:10:42,,,,,,,,,,,,,,,,,Página: 75,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   916332T,20/12/2025,,,,,"0,2","19,8",,,"3,96",,,,,T251220
,,,Total albarán 11916332T,,,,,,,,"0,2",,,,"3,96",,,,,
MTU011,,,KG. PASTELES YEMA,11,   916337T,20/12/2025,,,,,"0,12","38,5",,,"4,62",,,,,T251220
,,,Total albarán 11916337T,,,,,,,,"0,12",,,,"4,62",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   916351T,20/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251220
MTU001,,,UD. TURRON ALICANTE 300 GR.,11,   916351T,20/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251220
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   916351T,20/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251220
,,,Total albarán 11916351T,,,,,,,,"2,5",,,,"34,1",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   916352T,20/12/2025,,,,,"0,45","19,8",,,"8,91",,,,,T251220
,,,Total albarán 11916352T,,,,,,,,"0,45",,,,"8,91",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   916355T,20/12/2025,,,,,"0,5","19,8",,,"9,9",,,,,T251220
MTU018,,,UD. BOLSA PELADILLA 150 GR.,11,   916355T,20/12/2025,,,,,1,"6,05",,,"6,05",,,,,T251220
,,,Total albarán 11916355T,,,,,,,,"1,5",,,,"15,95",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   916371T,20/12/2025,,,,,"0,155","34,1",,,"5,29",,,,,T251220
,,,Total albarán 11916371T,,,,,,,,"0,155",,,,"5,29",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   916375T,20/12/2025,,,,,"0,165","29,7",,,"4,9",,,,,T251220
,,,Total albarán 11916375T,,,,,,,,"0,165",,,,"4,9",,,,,
MCK008R,,,UD. SMINT BUBLLE FRESH,11,   916380T,20/12/2025,,,,,1,"2,2",,,"2,2",,,,,T251220
,,,Total albarán 11916380T,,,,,,,,1,,,,"2,2",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   916381T,20/12/2025,,,,,"0,45","34,1",,,"15,35",,,,,T251220
